crate,downloads,recent_downloads,updated_at,created_at,max_version,description,repository
napi-sys,14552779,1334621,2024-12-18T15:54:06.416693Z,2017-11-30T02:04:20.893393Z,3.0.0-alpha.1,NodeJS N-API raw binding,https://github.com/napi-rs/napi-rs
fslock,14531920,3112299,2021-12-20T19:12:35.808930Z,2020-01-01T05:47:08.522751Z,0.2.1,A library to use files as locks,https://github.com/brunoczim/fslock
ordered-stream,14515608,3359518,2023-02-11T15:42:09.415977Z,2021-10-28T01:04:58.729316Z,0.2.0,Streams that are ordered relative to external events,https://github.com/danieldg/ordered-stream
rusoto_signature,14484701,537559,2022-04-25T03:47:53.557045Z,2019-11-20T04:10:26.775826Z,0.48.0,AWS SDK for Rust - Request Signing,https://github.com/rusoto/rusoto
document-features,14483027,8442562,2025-02-16T10:01:46.849072Z,2022-02-01T16:47:37.171802Z,0.2.11,Extract documentation for the feature flags from comments in Cargo.toml,https://github.com/slint-ui/document-features
graphql-parser,14482723,2611660,2024-12-03T22:37:33.502777Z,2018-02-05T00:29:42.939990Z,0.4.1,"    A parser, AST and serializer for graphql query language and scheme
    definition language (sometimes called IDL).
",
merlin,14451861,1805186,2021-01-28T20:43:26.299029Z,2018-08-15T23:40:43.114488Z,3.0.0,Composable proof transcripts for public-coin arguments of knowledge,https://github.com/zkcrypto/merlin
sval,14450187,2989529,2025-03-24T08:29:52.782256Z,2018-12-03T01:08:10.894180Z,2.14.1,"Streaming, structured value serialization",https://github.com/sval-rs/sval
unic-ucd-segment,14450049,2323461,2019-03-03T05:12:31.476662Z,2018-02-07T05:03:04.167589Z,0.9.0,UNIC — Unicode Character Database — Segmentation Properties,https://github.com/open-i18n/rust-unic/
retry-policies,14420340,6122306,2024-05-10T17:05:01.447886Z,2021-08-11T16:37:15.182845Z,0.4.0,A collection of plug-and-play retry policies for Rust projects.,https://github.com/TrueLayer/retry-policies
unic-segment,14395813,2321727,2019-03-03T07:45:10.753005Z,2018-02-07T05:04:20.424581Z,0.9.0,UNIC — Unicode Text Segmentation Algorithms,https://github.com/open-i18n/rust-unic/
blake2s_simd,14386508,3147089,2025-02-04T19:25:45.879837Z,2019-05-21T21:39:31.415925Z,1.0.3,a pure Rust BLAKE2s implementation with dynamic SIMD,https://github.com/oconnor663/blake2_simd
kube-runtime,14303932,4963783,2025-03-12T15:12:07.926875Z,2020-07-19T13:55:29.871866Z,0.99.0,Kubernetes controller runtime,https://github.com/kube-rs/kube
simplelog,14276554,1490298,2024-03-04T11:47:32.064773Z,2016-03-31T12:15:16.057689Z,0.12.2,A simple and easy-to-use logging facility for Rust's log crate,https://github.com/drakulix/simplelog.rs
fuchsia-zircon,14254498,305395,2018-01-05T19:30:58.447867Z,2017-09-26T17:15:24.132976Z,0.3.3,Rust bindings for the Zircon kernel,https://fuchsia.googlesource.com/garnet/
asynchronous-codec,14253538,2040050,2023-10-11T16:03:12.245241Z,2021-01-06T11:13:16.160991Z,0.7.0,Utilities for encoding and decoding frames using `async/await`,https://github.com/mxinden/asynchronous-codec
validator_types,14249776,2216387,2022-07-25T12:23:57.154984Z,2020-09-09T18:38:24.822389Z,0.16.0,Basic type for validator and validator_derive,https://github.com/Keats/validator
enumset,14226646,2358057,2024-07-22T21:29:31.363506Z,2017-10-29T10:29:58.330155Z,1.1.5,A library for creating compact sets of enums.,https://github.com/Lymia/enumset
fuchsia-zircon-sys,14220008,305691,2024-06-05T17:55:15.733084Z,2017-09-26T17:14:07.035062Z,0.4.0-alpha.2,Types for low-level Rust bindings for the Zircon kernel,https://fuchsia.googlesource.com
ethereum-types,14192336,1821898,2024-09-12T11:05:19.449801Z,2017-12-29T16:25:52.172480Z,0.15.1,Ethereum types,
output_vt100,14191437,296228,2022-02-12T22:53:53.866316Z,2019-02-14T01:05:34.508030Z,0.1.3,Utility to activate escape codes in Windows' CMD and PowerShell,https://github.com/Phundrak/output-vt100-rs
mockito,14180272,6339105,2025-03-04T09:29:47.970681Z,2016-01-10T22:20:34.448741Z,1.7.0,HTTP mocking for Rust.,https://github.com/lipanski/mockito
x11rb,14179615,3347673,2024-05-01T08:06:21.605655Z,2019-10-11T12:11:30.540106Z,0.13.1,Rust bindings to X11,https://github.com/psychon/x11rb
zune-inflate,14169086,3570012,2023-04-30T12:46:39.401773Z,2022-12-31T20:34:03.390104Z,0.2.54,A heavily optimized deflate decompressor in Pure Rust,
docopt,14169067,582484,2021-03-12T01:47:57.823841Z,2014-11-20T22:44:11.802179Z,1.1.1,Command line argument parsing.,https://github.com/docopt/docopt.rs
lockfree-object-pool,14160717,6076961,2024-05-19T13:25:35.828401Z,2021-01-21T07:28:58.633781Z,0.1.6,A thread-safe object pool collection with automatic return and attach/detach semantics.,https://github.com/EVaillant/lockfree-object-pool
ghost,14153682,479036,2025-03-03T23:30:15.780881Z,2018-12-23T21:50:20.028234Z,0.1.19,Define your own PhantomData,https://github.com/dtolnay/ghost
ruzstd,14148567,3877270,2024-12-23T16:00:03.606528Z,2019-11-04T10:57:24.512851Z,0.8.0,A decoder for the zstd compression format,https://github.com/KillingSpark/zstd-rs
dtoa-short,14129378,2669018,2024-06-07T11:52:25.119732Z,2017-08-14T06:44:34.838830Z,0.3.5,Serialize float number and truncate to certain precision,https://github.com/upsuper/dtoa-short
cached_proc_macro,14127068,4851177,2025-03-03T03:56:35.896476Z,2020-05-31T03:38:44.073628Z,0.24.0,Generic cache implementations and simplified function memoization,https://github.com/jaemk/cached
cssparser-macros,14103235,2643692,2023-06-04T10:13:01.560015Z,2017-02-25T16:53:34.899824Z,0.6.1,Procedural macros for cssparser,https://github.com/servo/rust-cssparser
ethbloom,14088144,1805037,2024-09-12T11:06:00.486700Z,2017-08-03T09:00:46.903023Z,0.14.1,Ethereum bloom filter,https://github.com/paritytech/parity-common
sqlparser_derive,14068640,3929292,2024-12-18T23:00:16.557211Z,2022-12-28T17:06:48.938188Z,0.3.0,Procedural (proc) macros for sqlparser,https://github.com/sqlparser-rs/sqlparser-rs
rustyline,14050968,1641769,2024-11-15T16:13:51.130773Z,2015-09-05T23:21:20.022538Z,15.0.0,"Rustyline, a readline implementation based on Antirez's Linenoise",https://github.com/kkawakam/rustyline
block,14029610,2244626,2016-05-08T18:37:19.417724Z,2015-04-17T06:02:40.648007Z,0.1.6,Rust interface for Apple's C language extension of blocks.,http://github.com/SSheldon/rust-block
scoped_threadpool,14017767,529163,2018-02-20T21:53:55.075569Z,2015-08-22T13:43:25.266977Z,0.1.9,A library for scoped and cached threadpools.,https://github.com/Kimundi/scoped-threadpool-rs
zopfli,13998219,5967756,2024-05-18T17:27:36.340781Z,2016-03-09T17:30:12.561057Z,0.8.1,A Rust implementation of the Zopfli compression algorithm.,https://github.com/zopfli-rs/zopfli
ripemd,13995030,2632647,2025-03-05T21:17:17.235955Z,2017-02-13T17:28:13.942799Z,0.2.0-pre.5,Pure Rust implementation of the RIPEMD hash functions,https://github.com/RustCrypto/hashes
napi-derive,13967748,1365192,2025-03-16T16:12:26.541200Z,2017-11-30T02:08:00.676899Z,3.0.0-alpha.29,N-API procedural macros,https://github.com/napi-rs/napi-rs
gix-features,13966496,2834281,2025-04-06T06:13:09.052197Z,2023-02-17T09:40:15.427100Z,0.41.1,A crate to integrate various capabilities using compile-time feature flags,https://github.com/GitoxideLabs/gitoxide
askama_escape,13959720,1873488,2025-03-27T16:51:18.318471Z,2018-11-07T20:38:00.547881Z,0.13.0,"HTML escaping, extracted from Askama",https://github.com/askama-rs/askama
enumset_derive,13937591,2339679,2024-07-22T21:29:20.257952Z,2018-11-08T11:35:54.427434Z,0.10.0,An internal helper crate for enumset. Not public API.,https://github.com/Lymia/enumset
wasite,13864394,4871833,2022-12-04T20:03:04.093547Z,2022-12-04T20:03:04.093547Z,0.1.0,WASI Terminal Environment API,https://github.com/ardaku/wasite
serde_regex,13859363,2566471,2020-06-17T08:52:22.847201Z,2018-02-09T16:19:28.214149Z,1.1.0,"    A serde wrapper that (de)serializes regex as strings
",
fs4,13812422,3089670,2025-03-08T07:55:58.680118Z,2021-12-31T12:10:21.897583Z,0.13.1,"No libc, pure Rust cross-platform file locks. Original fs2, now supports async and replace libc by rustix.",https://github.com/al8n/fs4-rs
zvariant_utils,13736645,3993945,2025-02-05T12:25:17.722346Z,2023-03-07T22:48:32.746413Z,3.2.0,Various utilities used internally by the zvariant crate.,https://github.com/dbus2/zbus/
opentelemetry-datadog,13731950,4288166,2025-04-02T15:02:11.765918Z,2021-03-24T02:18:19.325599Z,0.17.0,Datadog exporters and propagators for OpenTelemetry,https://github.com/open-telemetry/opentelemetry-rust-contrib/tree/main/opentelemetry-datadog
roxmltree,13726614,2766675,2024-05-23T14:01:00.153889Z,2018-08-31T16:32:36.315456Z,0.20.0,Represent an XML as a read-only tree.,https://github.com/RazrFalcon/roxmltree
reqwest-retry,13720111,5998707,2024-11-11T18:30:48.470620Z,2021-08-12T18:36:05.031206Z,0.7.0,Retry middleware for reqwest.,https://github.com/TrueLayer/reqwest-middleware
typed-builder-macro,13684683,5826020,2025-03-20T11:43:20.987712Z,2023-07-05T22:04:55.591584Z,0.21.0,Compile-time type-checked builder derive,https://github.com/idanarye/rust-typed-builder
treediff,13665172,1865452,2024-03-27T14:57:00.714423Z,2017-02-05T16:19:10.674108Z,5.0.0,Find the difference between arbitrary data structures,https://github.com/Byron/treediff-rs
quickcheck_macros,13662635,3296999,2021-01-08T13:47:25.264395Z,2014-11-21T00:21:04.504113Z,1.0.0,A macro attribute for quickcheck.,https://github.com/BurntSushi/quickcheck
clipboard-win,13618361,2795784,2024-07-07T07:05:57.611833Z,2015-07-12T15:24:51.887425Z,5.4.0,Provides simple way to interact with Windows clipboard.,https://github.com/DoumanAsh/clipboard-win
selectors,13602507,2577359,2025-03-31T11:02:12.837563Z,2014-12-29T15:42:13.431991Z,0.27.0,CSS Selectors matching for Rust,https://github.com/servo/stylo
scc,13578356,7548316,2025-02-05T19:36:12.470794Z,2020-11-20T08:20:32.008988Z,2.3.3,High-performance containers and utilities for concurrent and asynchronous programming,https://github.com/wvwwvwwv/scalable-concurrent-containers/
sys-info,13526258,1174074,2021-10-21T07:05:29.396571Z,2015-02-21T16:01:13.590245Z,0.9.1,"Get system information in Rust.

For now it supports Linux, Mac OS X, illumos, Solaris, FreeBSD, OpenBSD, and Windows.
",https://github.com/FillZpp/sys-info-rs
directories-next,13522503,2711365,2020-10-22T03:34:05.036126Z,2020-05-06T15:48:15.865831Z,2.0.0,"A tiny mid-level library that provides platform-specific standard locations of
directories for config, cache and other data on Linux, Windows and macOS by
leveraging the mechanisms defined by the XDG base/user directory specifications
on Linux, the Known Folder API on Windows, and the Standard Directory guidelines
on macOS.
",https://github.com/xdg-rs/dirs/tree/master/directories
cfb,13486095,2169750,2024-04-15T12:43:20.742740Z,2017-03-20T00:27:43.820777Z,0.10.0,Read/write Compound File Binary (structured storage) files,https://github.com/mdsteele/rust-cfb
cty,13472569,831845,2021-10-09T11:56:44.278572Z,2017-05-25T00:53:07.466092Z,0.2.2,Type aliases to C types like c_int for use with bindgen,https://github.com/japaric/cty
console-api,13450926,4422817,2024-10-24T19:45:35.593591Z,2021-12-16T23:31:51.820869Z,0.8.1,"Protobuf wire format bindings for the Tokio console.
",https://github.com/tokio-rs/console/
async-mutex,13404017,502441,2025-04-01T15:48:29.169070Z,2019-06-02T09:30:02.467930Z,1.4.1,Async mutex,https://github.com/stjepang/async-lock
console-subscriber,13403782,4414421,2024-10-24T19:46:58.525627Z,2021-12-16T23:44:58.414893Z,0.4.1,"A `tracing-subscriber::Layer` for collecting Tokio console telemetry.
",https://github.com/tokio-rs/console/
glib-sys,13402519,1947726,2025-02-16T11:11:30.456004Z,2015-05-12T17:57:35.360962Z,0.20.9,FFI bindings to libglib-2.0,https://github.com/gtk-rs/gtk-rs-core
calloop,13355805,4171698,2024-12-12T03:37:16.414405Z,2018-08-24T16:57:45.869464Z,0.14.2,A callback-based event loop,https://github.com/Smithay/calloop
slog-scope,13336381,1270887,2021-01-12T20:21:38.224739Z,2016-09-27T05:04:23.817835Z,4.4.0,Logging scopes for slog-rs,https://github.com/slog-rs/scope
napi-derive-backend,13317739,1358401,2025-03-16T16:12:11.776888Z,2021-09-22T17:40:03.840243Z,2.0.0-alpha.28,Codegen backend for napi procedural macro,https://github.com/napi-rs/napi-rs
gobject-sys,13292161,1935055,2025-02-16T11:11:39.400781Z,2015-09-09T19:23:16.297145Z,0.20.9,FFI bindings to libgobject-2.0,https://github.com/gtk-rs/gtk-rs-core
rtoolbox,13291061,2181663,2023-11-11T16:32:14.223894Z,2022-11-26T17:59:10.021547Z,0.0.2,"Utility functions for other crates, no backwards compatibility guarantees.",
ark-ec,13277364,2439431,2024-10-28T11:04:28.458327Z,2021-03-24T21:27:43.186532Z,0.5.0,A library for elliptic curves and pairings,https://github.com/arkworks-rs/algebra
is-macro,13233137,3048979,2024-11-04T06:29:59.996091Z,2019-12-27T07:31:20.065978Z,0.3.7,Derive methods for using custom enums like Option / Result,https://github.com/dudykr/ddbase.git
logos,13206166,3733659,2024-12-10T11:07:18.441269Z,2018-11-09T14:43:23.485073Z,0.15.0,Create ridiculously fast Lexers,https://github.com/maciejhirsz/logos
slice-group-by,13203760,1611755,2023-05-03T13:14:15.474244Z,2019-01-30T14:33:53.656028Z,0.3.1,Iterators over groups in slices and strs,https://github.com/Kerollmops/slice-group-by
logos-derive,13199043,3731520,2024-12-10T11:06:34.586333Z,2018-11-09T14:43:51.249509Z,0.15.0,Create ridiculously fast Lexers,https://github.com/maciejhirsz/logos
rdkafka-sys,13151445,1373283,2024-11-24T23:49:34.421234Z,2016-11-26T16:31:48.621807Z,4.8.0+2.3.0,Native bindings to the librdkafka library,https://github.com/fede1024/rust-rdkafka
ark-serialize-derive,13138505,2439341,2024-10-28T10:57:09.674085Z,2021-03-24T20:08:28.541493Z,0.5.0,A library for deriving serialization traits for the arkworks ecosystem,https://github.com/arkworks-rs/algebra
cranelift-native,13115375,1722199,2025-03-20T14:49:54.882645Z,2018-07-13T16:29:41.828759Z,0.118.0,Support for targeting the host with Cranelift,https://github.com/bytecodealliance/wasmtime
cached_proc_macro_types,13107222,4729076,2024-01-22T22:13:59.668482Z,2020-12-07T04:01:13.251995Z,0.1.1,Generic cache implementations and simplified function memoization,https://github.com/jaemk/cached
aws-lc-rs,13091796,6685985,2025-04-01T18:57:11.501830Z,2023-04-11T17:33:56.970172Z,1.13.0,aws-lc-rs is a cryptographic library using AWS-LC for its cryptographic operations. This library strives to be API-compatible with the popular Rust library named ring.,https://github.com/aws/aws-lc-rs
hyperlocal,13084433,5013369,2024-07-22T14:45:39.742466Z,2016-01-03T01:09:14.249538Z,0.9.1,Hyper bindings for Unix domain sockets,https://github.com/softprops/hyperlocal
syn-mid,13060826,887579,2023-09-30T08:54:49.193168Z,2019-02-14T15:29:19.458186Z,0.6.0,"Providing the features between ""full"" and ""derive"" of syn.
",https://github.com/taiki-e/syn-mid
gix-hash,13060142,2816343,2025-04-04T01:59:57.448781Z,2023-02-17T09:39:17.409686Z,0.17.0,Borrowed and owned git hash digests used to identify git objects,https://github.com/GitoxideLabs/gitoxide
snow,13038112,1647990,2025-02-18T21:38:38.073586Z,2017-03-10T06:27:50.580233Z,0.10.0-alpha.1,A pure-rust implementation of the Noise Protocol Framework,https://github.com/mcginty/snow
gix-tempfile,13021442,2767014,2025-04-04T02:05:20.493161Z,2023-02-17T09:42:44.425673Z,17.0.0,A tempfile implementation with a global registry to assure cleanup,https://github.com/GitoxideLabs/gitoxide
color-spantrace,13010336,1796044,2023-11-17T17:22:44.345757Z,2020-05-06T23:29:18.864517Z,0.2.1,A pretty printer for tracing_error::SpanTrace based on color-backtrace,https://github.com/eyre-rs/eyre
ark-poly,13006679,2440790,2024-10-28T11:03:02.601735Z,2021-03-24T21:37:57.815241Z,0.5.0,A library for efficient polynomial arithmetic via FFTs over finite fields,https://github.com/arkworks-rs/algebra
mio-extras,13003206,396364,2019-12-07T15:47:43.976339Z,2017-12-21T15:15:17.651650Z,2.0.6,Extra components for use with Mio,https://github.com/dimbleby/mio-extras
memfd,13001333,2055782,2023-09-18T16:13:10.828118Z,2018-08-21T20:31:36.276500Z,0.6.4,A pure-Rust library to work with Linux memfd and sealing,https://github.com/lucab/memfd-rs
glib,12982343,1947382,2025-02-16T11:13:19.507156Z,2015-05-12T18:00:50.319378Z,0.20.9,Rust bindings for the GLib library,https://github.com/gtk-rs/gtk-rs-core
servo_arc,12971515,2553507,2024-10-22T11:11:15.288798Z,2018-01-12T23:13:18.094655Z,0.4.0,A fork of std::sync::Arc with some extra functionality and without weak references,https://github.com/servo/stylo
async-graphql,12967927,2580842,2025-03-20T04:51:09.163335Z,2020-03-03T11:31:03.943275Z,7.0.16,A GraphQL server library implemented in Rust,https://github.com/async-graphql/async-graphql
kstring,12957506,2825180,2024-07-25T13:52:17.503818Z,2020-03-16T20:53:39.275724Z,2.0.2,Key String: optimized for map keys,https://github.com/cobalt-org/kstring
gix-date,12955875,2828483,2025-04-04T01:59:05.529797Z,2023-02-17T09:39:08.124794Z,0.9.4,A crate of the gitoxide project parsing dates the way git does,https://github.com/GitoxideLabs/gitoxide
aws-lc-sys,12950908,6727297,2025-04-01T18:55:06.080537Z,2022-11-09T14:51:37.712153Z,0.28.0,AWS-LC is a general-purpose cryptographic library maintained by the AWS Cryptography team for AWS and their customers. It іs based on code from the Google BoringSSL project and the OpenSSL project.,https://github.com/aws/aws-lc-rs
futures-cpupool,12941564,285143,2018-01-02T06:28:14.258723Z,2016-08-01T23:37:39.793675Z,0.1.8,"An implementation of thread pools which hand out futures to the results of the
computation on the threads themselves.
",https://github.com/alexcrichton/futures-rs
proc-macro2-diagnostics,12912637,3218931,2023-07-10T19:13:48.670035Z,2020-10-10T08:01:10.106679Z,0.10.1,Diagnostics for proc-macro2.,https://github.com/SergioBenitez/proc-macro2-diagnostics
scale-info,12877667,1836655,2024-11-20T14:49:29.345447Z,2020-06-12T11:16:47.525527Z,2.11.6,Info about SCALE encodable Rust types,https://github.com/paritytech/scale-info
scale-info-derive,12858853,1831562,2024-11-20T14:48:49.426569Z,2020-06-12T11:13:56.018905Z,2.11.6,Derive type info for SCALE encodable types,https://github.com/paritytech/scale-info
gix-ref,12850235,2772529,2025-04-04T02:07:37.157655Z,2023-02-17T09:43:40.006855Z,0.51.0,A crate to handle git references,https://github.com/GitoxideLabs/gitoxide
gix-object,12846990,2773766,2025-04-04T02:01:01.665987Z,2023-02-17T09:43:23.832218Z,0.48.0,Immutable and mutable git objects with decoding and encoding support,https://github.com/GitoxideLabs/gitoxide
sdd,12829470,7518022,2025-03-09T11:23:56.321595Z,2024-04-14T18:03:40.616625Z,3.0.8,Scalable lock-free delayed memory reclaimer,https://github.com/wvwwvwwv/scalable-delayed-dealloc/
qoi,12810315,3510770,2022-10-16T23:52:56.288067Z,2021-11-25T13:20:16.450595Z,0.4.1,VERY fast encoder/decoder for QOI (Quite Okay Image) format,https://github.com/aldanor/qoi-rust
gix-actor,12803598,2746332,2025-04-04T01:59:29.376699Z,2023-02-17T09:40:30.499467Z,0.34.0,A way to identify git actors,https://github.com/GitoxideLabs/gitoxide
gix-path,12800221,2808178,2025-04-04T02:00:21.692433Z,2023-02-17T09:40:48.866428Z,0.10.15,A crate of the gitoxide project dealing paths and their conversions,https://github.com/GitoxideLabs/gitoxide
serde_fmt,12798411,3066493,2023-05-05T01:33:24.525247Z,2019-07-10T23:44:11.650458Z,1.0.3,Write any serde::Serialize using the standard formatting APIs,https://github.com/KodrAus/serde_fmt.git
blowfish,12790248,2099010,2025-03-07T14:29:13.297521Z,2016-10-06T21:13:17.263613Z,0.10.0-pre.3,Blowfish block cipher,https://github.com/RustCrypto/block-ciphers
self_cell,12778647,2850113,2024-12-05T16:11:00.791159Z,2021-04-26T17:54:26.867568Z,1.1.0,Safe-to-use proc-macro-free self-referential structs in stable Rust.,https://github.com/Voultapher/self_cell
gix-config,12772817,2755472,2025-04-04T02:18:12.855616Z,2023-02-17T09:44:37.670057Z,0.44.0,A git-config file parser and editor from the gitoxide project,https://github.com/GitoxideLabs/gitoxide
roaring,12768137,3138546,2025-04-05T08:21:07.523816Z,2014-12-27T06:51:13.732548Z,0.10.12,A better compressed bitset - pure Rust implementation,https://github.com/RoaringBitmap/roaring-rs
gix-glob,12749681,2778863,2025-04-04T02:01:23.365420Z,2023-02-17T09:40:37.662443Z,0.19.0,A crate of the gitoxide project dealing with pattern matching,https://github.com/GitoxideLabs/gitoxide
bimap,12747666,2079973,2023-03-19T03:46:32.359420Z,2017-09-10T20:49:54.744249Z,0.6.3,Bijective maps,https://github.com/billyrieger/bimap-rs/
aws-sig-auth,12738881,317128,2024-01-22T20:09:17.502610Z,2021-10-21T16:43:56.750134Z,0.60.3,This crate is no longer used by the AWS SDK and is deprecated.,https://github.com/smithy-lang/smithy-rs
gix-lock,12732688,2730098,2025-04-04T02:05:33.056050Z,2023-02-17T09:42:56.259629Z,17.0.0,A git-style lock-file implementation,https://github.com/GitoxideLabs/gitoxide
gix-fs,12729518,2769616,2025-04-04T02:03:43.204711Z,2023-04-19T07:39:30.790171Z,0.14.0,A crate providing file system specific utilities to `gitoxide`,https://github.com/GitoxideLabs/gitoxide
async-graphql-derive,12709854,2540608,2025-03-20T04:50:15.373516Z,2020-03-03T11:25:44.438034Z,7.0.16,Macros for async-graphql,https://github.com/async-graphql/async-graphql
tokio-metrics,12706557,6724621,2024-11-26T15:46:26.439753Z,2022-02-17T22:23:55.336047Z,0.4.0,"Runtime and task level metrics for Tokio applications.
",https://github.com/tokio-rs/tokio-metrics
multiaddr,12684254,2041097,2024-09-23T10:55:56.741335Z,2015-12-28T18:05:49.540955Z,0.18.2,Implementation of the multiaddr format,https://github.com/multiformats/rust-multiaddr
open,12631853,1684301,2025-01-05T15:03:38.023011Z,2015-02-27T16:30:59.471198Z,5.3.2,Open a path or URL using the program configured on the system,https://github.com/Byron/open-rs
path-slash,12631616,1816784,2022-08-06T12:13:44.928162Z,2018-12-30T09:43:45.563764Z,0.2.1,Conversion to/from a file path from/to slash path,https://github.com/rhysd/path-slash
sea-query,12595428,3260592,2025-03-16T19:47:24.725027Z,2020-12-16T08:02:54.426171Z,0.32.3,"🔱 A dynamic query builder for MySQL, Postgres and SQLite",https://github.com/SeaQL/sea-query
async-graphql-parser,12577331,2542675,2025-03-20T04:49:33.102452Z,2020-05-10T05:11:19.482573Z,7.0.16,GraphQL query parser for async-graphql,https://github.com/async-graphql/async-graphql
critical-section,12546202,2053950,2024-10-16T13:28:54.130490Z,2021-05-09T22:19:59.246258Z,1.2.0,Cross-platform critical section,https://github.com/rust-embedded/critical-section
gix-config-value,12500988,2720869,2025-04-04T02:06:00.997270Z,2023-02-17T09:42:01.213313Z,0.14.12,A crate of the gitoxide project providing git-config value parsing,https://github.com/GitoxideLabs/gitoxide
inferno,12494149,4117434,2025-03-22T13:47:27.438684Z,2019-01-27T00:38:43.387945Z,0.12.2,Rust port of the FlameGraph performance profiling tool suite,https://github.com/jonhoo/inferno.git
tinyjson,12484857,2058692,2022-12-31T09:41:26.080979Z,2016-07-18T19:26:14.840858Z,2.5.1,Tiny simple JSON parser/generator,https://github.com/rhysd/tinyjson
gix-sec,12483823,2700979,2025-04-04T02:17:42.197235Z,2023-02-17T09:43:47.417195Z,0.10.12,A crate of the gitoxide project providing a shared trust model,https://github.com/GitoxideLabs/gitoxide
unicode-bom,12471812,2668188,2023-11-13T18:51:54.829815Z,2018-10-12T15:47:27.154514Z,2.0.3,Unicode byte-order mark detection for files and byte arrays.,https://gitlab.com/philbooth/unicode-bom
expect-test,12471017,1656044,2024-12-21T13:05:32.571711Z,2020-08-20T16:20:18.575214Z,1.5.1,Minimalistic snapshot testing library,https://github.com/rust-analyzer/expect-test
supports-hyperlinks,12458697,1750370,2024-11-26T09:12:33.437575Z,2021-09-11T04:04:13.152216Z,3.1.0,Detects whether a terminal supports rendering hyperlinks.,https://github.com/zkat/supports-hyperlinks
gix-validate,12415102,2728062,2025-04-04T02:00:34.551833Z,2023-02-17T09:43:07.789329Z,0.9.4,Validation functions for various kinds of names in git,https://github.com/GitoxideLabs/gitoxide
async-graphql-value,12411212,2525336,2025-03-20T04:49:03.097591Z,2020-10-11T12:43:49.026262Z,7.0.16,GraphQL value for async-graphql,https://github.com/async-graphql/async-graphql
x11rb-protocol,12408656,3315412,2024-05-01T08:04:56.295291Z,2022-06-12T09:12:24.503153Z,0.13.1,Rust bindings to X11,https://github.com/psychon/x11rb
inherent,12384582,3385161,2025-03-03T23:33:47.240169Z,2019-07-14T18:30:27.901953Z,1.0.12,Make trait methods callable without the trait in scope,https://github.com/dtolnay/inherent
rust-embed,12384063,2467455,2025-04-10T17:36:53.131943Z,2017-03-16T05:44:53.702634Z,8.7.0,Rust Custom Derive Macro which loads files into the rust binary at compile time during release and loads the file from the fs during dev,https://github.com/pyros2097/rust-embed
tiny-bip39,12356529,1035156,2024-10-07T19:39:45.215326Z,2019-02-20T12:27:42.939064Z,2.0.0,A fork of the bip39 crate with fixes to v0.6. Rust implementation of BIP-0039,https://github.com/maciejhirsz/tiny-bip39/
aws-endpoint,12348897,292968,2024-01-22T20:07:59.946713Z,2021-10-20T23:54:42.376417Z,0.60.3,This crate is no longer used by the AWS SDK and is deprecated.,https://github.com/smithy-lang/smithy-rs
indoc-impl,12344242,391146,2022-12-17T19:12:29.350677Z,2017-09-17T17:45:50.745836Z,0.3.7,Indented document literals,https://github.com/dtolnay/indoc
ucd-util,12331202,483770,2024-09-29T12:18:15.032073Z,2018-03-06T02:30:28.587323Z,0.2.2,"A small utility library for working with the Unicode character database.
",https://github.com/BurntSushi/ucd-generate
tokio-tls,12326739,204703,2020-05-06T20:15:22.808926Z,2016-12-21T17:22:41.519410Z,0.3.1,"Deprecated in favor of `tokio-naitve-tls`.

An implementation of TLS/SSL streams for Tokio giving an implementation of TLS
for nonblocking I/O streams.
",https://github.com/tokio-rs/tokio
core_affinity,12299911,2623177,2025-03-01T19:32:44.154532Z,2017-09-15T14:33:07.098921Z,0.8.3,Manages CPU affinities,https://github.com/Elzair/core_affinity_rs
graphql_query_derive,12287907,2410603,2024-03-26T13:28:35.216513Z,2018-06-18T20:08:55.138248Z,0.14.0,Utility crate for graphql_client,https://github.com/graphql-rust/graphql-client
graphql_client,12283941,2411324,2024-03-26T13:28:52.143591Z,2018-06-18T20:11:48.310828Z,0.14.0,Typed GraphQL requests and responses,https://github.com/graphql-rust/graphql-client
graphql_client_codegen,12269306,2410471,2024-03-26T13:28:00.467422Z,2018-09-09T05:45:18.803918Z,0.14.0,Utility crate for graphql_client,https://github.com/graphql-rust/graphql-client
wasmtime-environ,12266490,1581265,2025-03-20T14:51:30.616825Z,2018-08-03T22:45:21.397006Z,31.0.0,Standalone environment support for WebAssembly code in Cranelift,https://github.com/bytecodealliance/wasmtime
actix-tls,12263505,1205854,2024-05-18T17:15:57.165488Z,2019-12-02T17:23:36.378641Z,3.4.0,TLS acceptor and connector services for Actix ecosystem,https://github.com/actix/actix-net.git
rust-embed-impl,12260505,2454283,2025-04-10T17:36:11.187803Z,2018-10-24T05:01:28.539342Z,8.7.0,Rust Custom Derive Macro which loads files into the rust binary at compile time during release and loads the file from the fs during dev,https://github.com/pyros2097/rust-embed
encoding,12257747,601602,2016-08-28T16:54:28.588718Z,2014-11-14T16:58:32.629479Z,0.2.33,Character encoding support for Rust,https://github.com/lifthrasiir/rust-encoding
impl-rlp,12238186,1714502,2024-09-11T09:48:36.595498Z,2018-12-02T14:04:25.117507Z,0.4.0,RLP serialization support for uint and fixed hash.,
value-bag-serde1,12196750,3083598,2025-03-26T05:08:18.425247Z,2023-03-29T01:26:37.957057Z,1.11.1,Implementation detail for value-bag,
